t, pose_x, pose_y, pose_theta, linear_displacement, linear_velocity, profile_displacement, profile_velocity, velocity_command_dx, velocity_command_dy, velocity_command_dtheta, steering_command_dx, steering_command_dy, steering_command_dtheta, cross_track_error, along_track_error, lookahead_point_x, lookahead_point_y, lookahead_point_velocity
0.0, 20.0, 0.0, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -16.0, 0.0, 0.0, 0.0, 0.0, 36.0, 0.0, -20.0
0.01, 20.0, 0.0, 3.141592653589793, 0.0, 0.0, -0.006, -1.2, -1.2285017999999999, 0.0, 0.0, -16.0, 0.0, 0.0, 0.0, -0.006, 36.0, 0.0, -20.0
0.02, 20.012285018, -1.5044807971167617E-18, 3.141592653589793, -0.012285017999999998, -1.2285017999999999, -0.024, -2.4, -2.4322215149946, 0.0, 0.0, -16.0, 0.0, 0.0, 1.5044807971167617E-18, -0.011714982000000002, 36.012285018, 0.0, -20.0
0.03, 20.036607233149947, -4.4830930902722246E-18, 3.141592653589793, -0.036607233149946, -2.4322215149946, -0.054, -3.5999999999999996, -3.6364106771623033, 0.0, 0.0, -16.000000000000004, 0.0, 0.0, 4.4830930902722246E-18, -0.017392766850053996, 36.03660723314995, 0.0, -20.0
0.04, 20.07297133992157, -8.936411786444298E-18, 3.141592653589793, -0.07297133992156904, -3.6364106771623033, -0.096, -4.8, -4.840560722438256, 0.0, 0.0, -15.999999999999996, 0.0, 0.0, 8.936411786444298E-18, -0.023028660078430963, 36.072971339921565, 0.0, -20.0
0.05, 20.12137694714595, -1.4864388981256708E-17, 3.141592653589793, -0.1213769471459516, -4.840560722438256, -0.15000000000000002, -6.0, -6.044682103030306, 0.0, 0.0, -15.999999999999996, 0.0, 0.0, 1.4864388981256708E-17, -0.028623052854048425, 36.12137694714595, 0.0, -20.0
0.060000000000000005, 20.181823768176255, -2.2266989570596064E-17, 3.141592653589793, -0.18182376817625467, -6.044682103030306, -0.21600000000000003, -7.2, -7.248774812515285, 0.0, 0.0, -16.000000000000004, 0.0, 0.0, 2.2266989570596064E-17, -0.03417623182374535, 36.18182376817626, 0.0, -20.0
0.07, 20.254311516301406, -3.1144178442482863E-17, 3.141592653589793, -0.2543115163014075, -7.248774812515285, -0.29400000000000004, -8.4, -8.452839053776831, 0.0, 0.0, -16.0, 0.0, 0.0, 3.1144178442482863E-17, -0.039688483698592514, 36.25431151630141, 0.0, -20.0
0.08, 20.338839906839176, -4.1495920733398404E-17, 3.141592653589793, -0.33883990683917586, -8.452839053776831, -0.384, -9.6, -9.656875024076221, 0.0, 0.0, -16.0, 0.0, 0.0, 4.1495920733398404E-17, -0.045160093160824144, 36.338839906839176, 0.0, -20.0
0.09, 20.43540865707994, -5.3322181821399365E-17, 3.141592653589793, -0.4354086570799381, -9.656875024076221, -0.486, -10.799999999999999, -10.860882919392536, 0.0, 0.0, -16.0, 0.0, 0.0, 5.3322181821399365E-17, -0.0505913429200619, 36.43540865707994, 0.0, -20.0
