t, pose_x, pose_y, pose_theta, linear_displacement, linear_velocity, profile_displacement, profile_velocity, velocity_command_dx, velocity_command_dy, velocity_command_dtheta, steering_command_dx, steering_command_dy, steering_command_dtheta, cross_track_error, along_track_error, lookahead_point_x, lookahead_point_y, lookahead_point_velocity
1.1900000000000008, 41.68720082455363, 63.293607207873286, 0.39862815777753835, 22.091119715087434, 20.03343387501069, 22.13333333333329, 20.0, 20.033200485415954, 0.0, 0.5921303744653464, 16.57827154940248, 0.0, 0.49001147608352646, 0.8482920040556662, 0.042213618245856566, 54.816220325907125, 73.1430961106129, 20.0
1.2000000000000008, 41.8715943701146, 63.37191311610082, 0.40454946152219184, 22.291451719941595, 20.033200485415954, 22.33333333333329, 20.0, 20.032968714051243, 0.0, 0.5947163202669504, 16.577637977992712, 0.0, 0.4921383344483696, 0.845416072510648, 0.04188161339169483, 54.92985781380022, 73.31161513555898, 20.0
1.2100000000000009, 42.05551785589538, 63.451310953875925, 0.4104966247248613, 22.491781407082108, 20.032968714051243, 22.53333333333329, 20.0, 20.03273854970103, 0.0, 0.5972614983421934, 16.576848417383584, 0.0, 0.4942266529857794, 0.8423526181963582, 0.04155192625118076, 55.04223325361535, 73.48072175694344, 20.0
1.2200000000000009, 42.23896276568043, 63.53180261280692, 0.4164692397082833, 22.69210879257912, 20.03273854970103, 22.733333333333288, 20.0, 20.0325099812275, 0.0, 0.5997662288903308, 16.575906601215532, 0.0, 0.4962767522375248, 0.8391069665703339, 0.04122454075416826, 55.15334726493262, 73.65040913754393, 20.0
1.2300000000000009, 42.42192054913111, 63.61338983480346, 0.42246690199718656, 22.892433892391395, 20.0325099812275, 22.933333333333287, 20.0, 20.032282997570046, 0.0, 0.6022308328312611, 16.574816225471476, 0.0, 0.49828895591688704, 0.8356843704677541, 0.04089944094189235, 55.2632004474419, 73.82067049744114, 20.0
1.2400000000000009, 42.604382623616914, 63.69607421240509, 0.42848921032549914, 23.092756722367096, 20.032282997570046, 23.133333333333287, 20.0, 20.03205758774471, 0.0, 0.6046556317149463, 16.573580948244913, 0.0, 0.5002635907042671, 0.8320900103926416, 0.04057661096619114, 55.371793379907, 73.99149911180602, 20.0
1.2500000000000009, 42.786340376048976, 63.77985718913317, 0.43453576664264865, 23.293077298244544, 20.03205758774471, 23.333333333333286, 20.0, 20.031833740843656, 0.0, 0.6070409476362085, 16.57220438952133, 0.0, 0.5022009860497313, 0.8283289948204753, 0.04025603508874198, 55.47912661920104, 74.16288830869969, 20.0
1.260000000000001, 42.96778516471517, 63.864740059866165, 0.44060617611901076, 23.49339563565298, 20.031833740843656, 23.533333333333285, 20.0, 20.031611446034653, 0.0, 0.6093871031546804, 16.570690130973407, 0.0, 0.5041014739823477, 0.8244063605113413, 0.03993769768030475, 55.58520069941139, 74.33483146688683, 20.0
1.270000000000001, 43.148708321115926, 63.95072397123804, 0.44670004715055756, 23.693711750113327, 20.031611446034653, 23.733333333333285, 20.0, 20.03139069256054, 0.0, 0.6116944212195239, 16.569041715769565, 0.0, 0.5059653889259881, 0.820327072833464, 0.03962158321995801, 55.6900161310131, 74.50732201366444, 20.0
1.280000000000001, 43.32910115180008, 64.03780992205984, 0.4528169913627528, 23.89402565703893, 20.03139069256054, 23.933333333333284, 20.0, 20.031171469738705, 0.0, 0.6139632250987831, 16.567262648395406, 0.0, 0.507793067521484, 0.8160960260966312, 0.039307676294352945, 55.79357340010919, 74.68035342270653, 20.0
