t, pose_x, pose_y, pose_theta, linear_displacement, linear_velocity, profile_displacement, profile_velocity, velocity_command_dx, velocity_command_dy, velocity_command_dtheta, steering_command_dx, steering_command_dy, steering_command_dtheta, cross_track_error, along_track_error, lookahead_point_x, lookahead_point_y, lookahead_point_velocity
0.0, 20.0, 60.0, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -15.97501330096934, 0.0, 0.07490226337559519, 0.0, 0.0, 35.960079923851836, 60.59800266476275, -20.0
0.01, 20.0, 60.0, 3.141592653589793, 0.0, 0.0, -0.006, -1.2, -1.2285017999999999, 0.0, 0.005760093193500457, -15.97501330096934, 0.0, 0.07490226337559519, 0.0, -0.006, 35.960079923851836, 60.59800266476275, -20.0
0.02, 20.012285017993207, 60.00000035381424, -3.1415350526578583, -0.012285017999999998, -1.2285017999999999, -0.024, -2.4, -2.4322215149946, 0.0, 0.01143326366912212, -15.974879189961554, 0.0, 0.07509390272851359, 3.538142365755448E-7, -0.011714982000000002, 35.97211990606625, 60.600445856653415, -20.0
0.03, 20.036607232969725, 60.00000314520798, -3.1414207200211672, -0.036607233149946, -2.4322215149946, -0.054, -3.5999999999999996, -3.6364106771623033, 0.0, 0.017180744789513296, -15.97461461173051, 0.0, 0.07547436225469047, 3.1452079767291252E-6, -0.017392766850053996, 35.99595608499339, 60.60529791566462, -20.0
0.04, 20.07297133848788, 60.0000125212307, -3.141248912573272, -0.07297133992156904, -3.6364106771623033, -0.096, -4.8, -4.840560722438256, 0.0, 0.02304355369042506, -15.974221359037127, 0.0, 0.07604549320978013, 1.2521230701167951E-5, -0.023028660078430963, 36.03159125758932, 60.6125893127453, -20.0
0.05, 20.12137694050701, 60.00003473740855, -3.1410184770363676, -0.1213769471459516, -4.840560722438256, -0.15000000000000002, -6.0, -6.044682103030306, 0.0, 0.029065946026130374, -15.97370223321406, 0.0, 0.07680979066133535, 3.473740854786911E-5, -0.028623052854048425, 36.07902231771665, 60.62236415807591, -20.0
0.060000000000000005, 20.181823745678198, 60.000078229272205, -3.1407278175761064, -0.18182376817625467, -6.044682103030306, -0.21600000000000003, -7.2, -7.248774812515285, 0.0, 0.035293204286783834, -15.97306105705428, 0.0, 0.07777045384256781, 7.822927220502152E-5, -0.03417623182374535, 36.1382453172996, 60.63468126471893, -20.0
0.07, 20.25431145412755, 60.000153710897806, -3.1403748855332387, -0.2543115163014075, -7.248774812515285, -0.29400000000000004, -8.4, -8.452839053776831, 0.0, 0.04177193892706537, -15.972302772360601, 0.0, 0.07893135687157483, 1.5371089780558123E-4, -0.039688483698592514, 36.20925533242915, 60.64961417260925, -20.0
0.08, 20.338839758031867, 60.000274301403714, -3.139957166143968, -0.33883990683917586, -8.452839053776831, -0.384, -9.6, -9.656875024076221, 0.0, 0.04855032138104758, -15.97143356468574, 0.0, 0.08029701436005895, 2.743014037136504E-4, -0.045160093160824144, 36.29204642846037, 60.66725120718995, -20.0
0.09, 20.435408336987496, 60.00045568049326, -3.1394716629301573, -0.4354086570799381, -9.656875024076221, -0.486, -10.799999999999999, -10.860882919392536, 0.0, 0.05567829730432561, -15.970461018291847, 0.0, 0.0818725404981468, 4.5568049326050186E-4, -0.0505913429200619, 36.38661161776493, 60.68769555214347, -20.0
